carat,cut,clarity,depth,table,price,E,F,G,H,I,J,cube
1.02,3,2,60.8,58.0,4633,0,0,1,0,0,0,165.44060000000002
1.02,3,2,62.3,59.0,4633,0,0,1,0,0,0,164.86400000000003
1.02,4,3,61.5,56.0,4633,0,0,0,0,0,0,168.057603
1.02,2,2,59.2,57.0,4633,0,0,1,0,0,0,165.524544
1.02,3,2,61.0,59.0,4633,0,0,1,0,0,0,164.42092800000003
1.02,4,2,62.0,57.0,4633,0,0,1,0,0,0,166.66
1.02,4,3,60.3,58.0,4633,0,0,0,0,0,0,165.618432
1.0,1,6,63.5,59.0,4633,0,0,0,0,0,1,159.913186
1.08,2,2,62.1,55.0,4633,0,0,0,0,0,1,174.87894600000004
1.06,4,3,62.6,60.0,4634,0,1,0,0,0,0,170.997456
1.01,0,2,65.5,57.0,4634,0,1,0,0,0,0,153.78825600000002
1.33,3,3,61.3,59.0,4634,0,0,1,0,0,0,209.89168199999997
0.93,2,2,62.4,55.0,4635,0,0,0,1,0,0,150.10944
1.2,4,3,61.4,55.0,4636,0,0,0,0,0,1,200.51046
1.28,3,3,62.3,58.0,4636,0,0,0,0,0,1,206.08954599999998
1.2,1,5,64.3,56.0,4637,0,0,0,0,0,1,185.68462500000004
0.9,4,5,63.4,57.0,4637,0,1,0,0,0,0,146.40092800000002
0.9,3,5,61.7,57.0,4637,0,0,1,0,0,0,144.18377999999998
1.2,4,2,63.3,56.0,4637,0,0,0,1,0,0,193.2336
0.9,4,7,59.9,61.0,4637,0,0,0,1,0,0,145.61727400000004
1.0,1,5,63.6,61.0,4637,0,0,0,1,0,0,153.6975
0.92,3,7,62.5,58.0,4637,0,0,0,1,0,0,149.38
0.91,3,5,62.7,59.0,4637,0,0,0,0,0,0,145.37908000000002
1.15,3,2,62.2,56.0,4637,0,0,0,0,1,0,188.75166199999998
1.21,4,2,63.4,60.0,4637,0,0,1,0,0,0,186.89704799999998
1.21,0,2,64.5,56.0,4637,0,0,1,0,0,0,189.99466200000003
0.92,3,2,61.7,57.0,4637,1,0,0,0,0,0,151.25024000000002
1.01,2,2,61.9,59.0,4638,0,0,0,0,1,0,162.200016
1.01,3,3,60.3,60.0,4638,0,0,0,1,0,0,164.182073
0.92,2,5,60.8,58.0,4639,0,0,0,1,0,0,151.76911199999998
0.97,3,2,62.0,60.0,4639,0,0,0,0,0,0,152.925625
1.09,3,3,62.5,58.0,4639,0,0,0,1,0,0,177.94450500000002
1.09,4,2,63.2,59.0,4639,0,0,0,0,1,0,175.1412
1.17,1,3,57.8,62.0,4639,0,0,0,0,0,0,193.132427
1.18,3,3,61.7,58.0,4639,0,0,0,0,1,0,191.57985
1.1,4,2,61.2,61.0,4640,0,0,0,0,1,0,176.530626
1.1,3,3,62.4,58.0,4640,0,0,0,0,0,0,178.21782000000002
1.09,4,2,61.4,58.0,4640,0,0,0,0,1,0,180.42127200000004
1.0,4,4,63.3,55.0,4641,0,0,0,0,1,0,163.265778
1.01,2,2,60.3,58.0,4641,0,0,0,0,1,0,168.0016
1.01,1,2,62.8,58.0,4641,0,0,1,0,0,0,158.81746800000002
1.12,3,3,59.7,60.0,4641,0,0,0,1,0,0,183.342432
1.12,3,3,62.0,57.0,4641,0,0,0,1,0,0,181.917776
1.12,3,2,61.2,59.0,4641,0,0,0,1,0,0,181.51308
1.12,3,2,62.0,56.0,4641,0,0,0,0,1,0,185.73117500000004
1.01,3,2,62.5,59.0,4642,0,0,0,1,0,0,162.65314800000002
0.91,2,3,62.0,57.0,4642,0,1,0,0,0,0,147.12768
0.91,2,3,61.7,56.0,4642,0,1,0,0,0,0,148.801536
0.91,2,3,62.0,56.0,4642,0,1,0,0,0,0,148.47140000000002
1.01,3,2,62.8,58.0,4642,0,0,0,1,0,0,162.3072
1.01,4,2,63.4,58.0,4642,0,0,0,1,0,0,163.010276
1.01,3,2,61.2,58.0,4642,0,0,0,1,0,0,164.328295
1.01,3,2,63.0,60.0,4642,0,0,0,1,0,0,161.0352
1.01,1,2,60.3,64.0,4642,0,0,0,1,0,0,166.80885
1.01,4,2,63.3,58.0,4642,0,0,0,1,0,0,164.70272
1.01,2,2,62.4,53.0,4642,0,0,0,1,0,0,166.98034799999996
1.01,3,2,61.8,60.0,4642,0,0,0,1,0,0,166.24893600000001
0.9,4,5,63.0,57.0,4643,1,0,0,0,0,0,143.72242500000002
1.0,4,2,62.5,56.0,4643,0,1,0,0,0,0,163.8384
1.06,2,5,62.4,54.0,4643,0,0,0,0,0,1,174.504456
1.35,2,0,62.5,57.0,4643,0,0,1,0,0,0,216.64825599999998
0.7,4,6,63.2,57.0,4644,1,0,0,0,0,0,113.759478
1.07,3,3,61.8,59.0,4644,0,1,0,0,0,0,173.75350500000002
1.02,2,3,62.0,59.0,4645,1,0,0,0,0,0,163.78496
1.11,2,2,62.3,56.0,4645,0,0,0,0,1,0,180.28131199999999
1.0,1,2,63.9,55.0,4646,1,0,0,0,0,0,160.455256
1.06,2,2,62.6,56.0,4646,0,0,0,0,1,0,171.950988
1.01,0,2,60.4,62.0,4646,0,0,1,0,0,0,152.82062799999997
1.13,3,3,61.5,59.0,4647,0,0,1,0,0,0,185.94788100000002
1.0,3,3,60.4,60.0,4648,1,0,0,0,0,0,163.92831400000003
1.52,0,0,69.7,55.0,4648,0,0,0,1,0,0,229.33502799999997
1.52,0,0,65.4,62.0,4648,0,0,0,1,0,0,230.27003999999997
1.04,2,2,62.5,57.0,4648,0,0,0,1,0,0,170.0595
1.0,4,2,58.5,61.0,4649,0,0,0,0,1,0,162.88670999999997
1.0,2,3,62.0,56.0,4649,0,0,0,1,0,0,162.862898
1.0,2,2,62.5,56.0,4649,0,0,0,0,1,0,163.5832
1.0,2,2,61.5,57.0,4649,0,0,0,0,1,0,161.885538
1.23,3,2,61.9,54.0,4649,0,0,0,0,0,1,201.35060399999998
1.1,3,3,61.4,59.0,4650,0,0,1,0,0,0,180.41311199999998
1.14,4,3,62.9,59.0,4652,0,1,0,0,0,0,183.299856
1.06,3,3,60.5,60.0,4652,1,0,0,0,0,0,177.236574
1.22,4,3,62.6,58.0,4652,0,0,0,0,0,1,197.55835199999999
1.17,4,2,63.1,56.0,4652,0,0,0,1,0,0,192.7783
1.0,4,5,63.3,62.0,4652,0,0,0,1,0,0,160.669873
0.36,3,2,62.2,59.0,589,1,0,0,0,0,0,58.586943000000005
0.32,4,2,62.3,55.0,589,0,0,0,0,0,0,53.04530400000001
0.32,2,2,62.0,57.0,589,0,0,0,0,0,0,52.300160000000005
0.32,2,6,61.9,55.0,589,0,0,0,0,1,0,52.53952
0.32,1,2,63.3,57.0,589,0,0,0,0,0,0,53.018907999999996
0.32,4,2,62.7,57.0,589,0,0,0,0,0,0,51.776634
0.32,3,2,61.4,58.0,589,0,0,0,0,0,0,52.270920000000004
0.32,3,2,60.9,60.0,589,0,0,0,0,0,0,51.884532
0.32,2,6,62.4,55.0,589,0,0,0,0,1,0,51.705024
0.4,1,4,63.5,56.0,589,0,0,0,0,0,1,65.68814
0.32,4,2,63.0,58.0,589,0,0,0,0,0,0,52.94784000000001
0.32,2,2,62.7,54.0,589,0,0,0,0,0,0,52.32440999999999
0.32,2,2,62.6,55.0,589,0,0,0,0,0,0,52.444696
0.32,2,2,60.8,57.0,589,0,0,0,0,0,0,52.671276
0.32,2,2,59.3,55.0,589,0,0,0,0,0,0,54.753204000000004
0.32,2,2,59.6,57.0,589,0,0,0,0,0,0,52.35710999999999
0.32,2,2,60.9,56.0,589,0,0,0,0,0,0,52.43348
0.32,4,6,60.1,61.0,589,0,0,0,0,1,0,52.082800000000006
0.34,1,5,64.3,53.0,589,0,1,0,0,0,0,57.087744000000015
0.31,2,5,62.0,56.0,589,1,0,0,0,0,0,51.752328000000006
0.34,4,4,62.3,57.0,590,0,0,0,1,0,0,55.42208000000001
0.26,4,2,59.6,55.0,590,0,1,0,0,0,0,44.48523199999999
0.35,4,2,61.0,55.0,590,0,1,0,0,0,0,59.847379999999994
0.38,4,3,62.5,61.0,590,1,0,0,0,0,0,61.204896
0.35,2,7,62.4,54.0,590,0,0,0,0,1,0,57.613445999999996
0.3,2,7,62.2,57.0,590,0,0,0,1,0,0,48.612564
0.3,2,7,62.4,56.0,590,0,0,0,1,0,0,49.437424
0.3,2,7,62.1,54.0,590,0,0,0,1,0,0,50.55047999999999
0.3,2,7,61.5,55.0,590,0,0,0,1,0,0,50.82834400000001
0.3,2,7,62.7,53.0,590,0,0,0,1,0,0,50.03856000000001
1.01,4,2,62.4,58.0,4653,0,0,1,0,0,0,164.6064
1.01,2,2,61.4,55.0,4653,0,0,1,0,0,0,167.1202
1.01,2,2,61.4,57.0,4653,0,0,1,0,0,0,166.1842
1.15,4,3,61.9,57.0,4654,0,0,0,1,0,0,186.29183999999998
1.06,3,3,61.7,62.0,4654,1,0,0,0,0,0,170.89019999999996
1.12,3,3,61.6,58.0,4654,0,1,0,0,0,0,181.85426999999999
1.14,3,2,63.0,57.0,4654,0,0,0,1,0,0,187.13100000000003
1.12,3,3,60.5,59.0,4654,0,1,0,0,0,0,186.89950299999998
0.9,1,5,60.0,58.0,4655,0,1,0,0,0,0,145.391004
0.75,4,7,59.4,59.0,4656,0,0,0,0,0,0,122.594472
1.26,2,3,62.5,53.0,4656,0,0,0,0,0,1,203.5362
1.08,3,3,60.8,59.0,4656,1,0,0,0,0,0,174.408534
1.08,4,3,60.2,58.0,4656,1,0,0,0,0,0,176.6192
1.08,1,3,63.7,57.0,4656,1,0,0,0,0,0,176.14509
1.0,0,5,68.4,58.0,4656,0,1,0,0,0,0,150.40220999999997
1.06,3,3,62.0,59.0,4656,0,1,0,0,0,0,173.91578399999997
1.16,4,2,61.5,60.4,4657,0,0,0,0,1,0,187.78874399999998
1.2,3,2,61.5,59.0,4657,0,0,0,0,0,1,195.63768
0.9,3,7,62.4,58.0,4657,0,0,0,1,0,0,144.15354000000002
1.32,4,2,63.5,57.0,4657,0,0,0,0,0,1,214.41862
1.0,0,2,65.8,58.0,4657,0,1,0,0,0,0,155.94001500000002
0.9,2,2,61.7,57.0,4657,0,1,0,0,0,0,148.79999999999998
1.2,2,3,61.7,56.0,4659,0,0,0,0,0,1,196.385133
1.2,1,3,63.3,54.4,4659,0,0,0,0,0,1,194.54803199999998
1.01,4,2,63.5,57.0,4659,0,0,0,1,0,0,161.07536999999996
1.09,3,5,61.3,58.0,4659,0,0,0,0,1,0,176.68286999999998
1.04,3,2,58.5,62.0,4659,0,0,0,1,0,0,172.28343199999998
1.04,2,2,61.3,57.0,4659,0,0,0,0,1,0,171.77556799999996
1.04,2,2,61.3,57.0,4659,0,0,0,0,1,0,172.730556
1.19,3,3,62.6,58.0,4660,0,0,0,0,1,0,190.39725
1.27,3,3,60.4,58.0,4660,0,0,0,0,0,1,208.9472
0.94,4,2,62.4,56.0,4661,1,0,0,0,0,0,152.58671999999999
0.94,4,2,61.8,56.0,4661,1,0,0,0,0,0,155.28123
0.94,3,2,60.0,58.0,4661,1,0,0,0,0,0,157.52755200000001
0.94,3,2,62.0,58.0,4661,1,0,0,0,0,0,151.804224
1.13,4,3,62.7,55.0,4661,0,0,0,1,0,0,184.40115300000002
0.9,3,4,62.7,58.0,4661,0,0,1,0,0,0,142.74027
1.23,4,3,60.9,58.0,4661,0,1,0,0,0,0,204.024744
1.15,4,3,63.7,56.0,4661,0,0,0,1,0,0,186.77903400000002
1.0,4,3,62.5,58.0,4661,0,0,0,0,0,0,163.576
0.9,2,2,61.3,58.0,4661,0,0,0,0,0,0,144.981144
1.11,3,3,61.5,59.0,4662,0,0,0,1,0,0,180.86838899999998
1.11,3,3,62.9,59.0,4662,0,0,0,1,0,0,177.99721799999998
1.02,3,5,59.5,59.0,4662,0,0,0,0,1,0,164.9388
0.9,4,5,62.6,57.0,4662,0,0,0,1,0,0,142.14181799999997
1.02,2,5,61.5,57.0,4662,0,0,0,0,1,0,166.60479
1.02,2,3,62.4,55.0,4662,0,1,0,0,0,0,166.98195599999997
1.06,2,3,61.0,57.0,4662,0,0,1,0,0,0,174.31363199999998
1.02,2,3,61.4,56.0,4662,0,1,0,0,0,0,167.3789
1.11,2,3,62.7,57.0,4662,0,0,0,1,0,0,181.702116
1.11,3,3,61.6,60.0,4662,0,0,0,1,0,0,180.04997999999998
1.11,2,3,62.0,54.0,4662,0,0,0,1,0,0,180.389544
1.11,2,3,61.3,55.0,4662,0,0,0,1,0,0,183.49345000000002
0.91,2,7,60.6,57.0,4663,0,0,0,0,1,0,148.520625
1.12,3,3,59.5,59.0,4663,0,0,0,0,0,0,184.977
0.91,3,2,62.3,60.0,4663,0,0,0,0,0,0,147.03727500000002
0.91,3,2,59.0,61.0,4663,0,0,0,0,0,0,148.98179499999998
0.9,4,6,62.1,59.0,4664,0,0,0,1,0,0,146.658432
1.0,2,4,63.1,57.0,4664,0,0,0,0,1,0,161.94304799999998
1.11,3,3,62.5,58.0,4664,1,0,0,0,0,0,181.432602
0.91,4,7,62.9,58.0,4665,0,0,0,1,0,0,146.610306
0.86,4,5,62.3,56.0,4665,1,0,0,0,0,0,139.04352
0.98,2,2,62.3,56.0,4665,0,0,1,0,0,0,159.92776800000001
1.19,4,2,63.2,58.0,4665,0,0,0,0,1,0,195.11337999999998
1.0,0,2,67.6,59.0,4665,0,0,0,1,0,0,145.307925
1.01,4,5,62.3,60.0,4666,0,0,0,0,1,0,161.083941
1.01,4,3,59.5,59.0,4666,1,0,0,0,0,0,167.82948
1.01,2,3,62.2,54.0,4666,1,0,0,0,0,0,163.939923
1.01,4,2,62.4,58.0,4666,0,0,0,0,0,0,165.786633
1.01,2,3,61.2,54.0,4666,1,0,0,0,0,0,168.412904
1.01,3,3,61.5,58.0,4666,1,0,0,0,0,0,162.55040000000002
1.01,3,3,62.6,59.0,4666,1,0,0,0,0,0,162.15519600000002
1.01,4,3,61.5,56.0,4666,1,0,0,0,0,0,165.674055
1.01,2,3,61.1,57.0,4666,1,0,0,0,0,0,167.73091200000002
1.01,1,3,63.7,58.0,4666,1,0,0,0,0,0,162.38860800000003
1.24,2,3,61.6,57.0,4666,0,0,0,0,0,1,200.697432
1.24,3,3,60.5,62.0,4666,1,0,0,0,0,0,201.21762700000002
0.93,2,2,62.2,58.0,4666,0,0,1,0,0,0,149.72256000000002
1.24,3,3,62.2,58.0,4666,0,0,0,0,0,1,202.57582400000004
1.05,2,3,62.2,54.0,4667,0,0,1,0,0,0,174.07878399999998
1.04,2,3,62.1,57.0,4668,0,1,0,0,0,0,168.280416
0.9,4,7,62.6,55.0,4668,0,0,1,0,0,0,145.84878
0.9,4,5,63.0,62.0,4668,0,0,0,0,0,0,142.647552
0.9,1,7,62.6,58.0,4668,0,0,1,0,0,0,143.21519
1.03,4,3,62.1,59.0,4668,1,0,0,0,0,0,166.1512
0.91,4,3,63.2,56.0,4668,1,0,0,0,0,0,144.09843199999997
1.01,2,3,61.6,58.0,4668,1,0,0,0,0,0,167.28075
1.16,2,2,61.7,56.0,4668,0,0,0,0,1,0,187.9618
1.01,4,2,63.3,56.0,4669,0,0,0,1,0,0,163.523295
1.21,1,3,63.7,64.0,4669,0,1,0,0,0,0,189.634575
1.21,3,5,61.6,61.0,4669,0,0,0,0,1,0,196.38808
1.11,3,3,61.5,58.0,4670,0,0,1,0,0,0,179.60976
0.91,3,4,61.0,59.0,4670,0,0,0,1,0,0,146.38875
0.91,3,4,61.8,54.0,4670,0,0,0,1,0,0,154.146696
0.91,4,4,59.4,63.0,4670,0,0,0,1,0,0,148.43910400000004
1.09,2,3,61.2,57.0,4670,0,0,1,0,0,0,180.253788
1.09,2,3,62.1,56.0,4670,0,0,1,0,0,0,180.824328
1.03,1,3,59.3,58.0,4671,0,0,0,0,0,0,169.802307
1.01,3,3,58.8,59.0,4672,0,0,0,0,0,0,166.36213999999998
1.01,3,2,61.2,61.0,4672,0,0,1,0,0,0,163.402438
1.01,1,2,60.7,59.0,4672,0,0,1,0,0,0,157.2768
1.01,3,2,61.0,62.0,4672,0,0,1,0,0,0,163.23648
1.01,4,2,63.5,60.0,4672,0,0,1,0,0,0,159.91478999999998
1.01,3,3,62.8,59.0,4672,0,0,0,0,0,0,163.72669599999998
1.01,4,2,63.4,58.0,4672,0,0,1,0,0,0,159.0096
1.01,1,2,63.9,57.0,4672,0,0,1,0,0,0,162.53055
1.01,3,2,62.9,61.0,4672,0,0,1,0,0,0,163.22304000000003
1.01,3,3,62.2,60.0,4672,0,0,0,0,0,0,164.19648
1.01,1,2,63.6,57.0,4672,0,0,1,0,0,0,162.901284
1.01,3,2,62.5,60.0,4672,0,0,1,0,0,0,161.240148
1.01,3,3,61.8,60.0,4672,0,0,0,0,0,0,161.28521500000002
1.01,2,2,62.9,54.0,4672,0,0,1,0,0,0,167.96443499999998
1.01,3,3,60.3,57.0,4672,0,0,0,0,0,0,168.26006399999997
1.01,3,2,59.6,61.0,4672,0,0,1,0,0,0,163.253628
1.01,1,3,63.9,57.0,4672,0,0,0,0,0,0,161.61777600000002
1.01,3,3,60.9,62.0,4672,0,0,0,0,0,0,162.57612
1.01,3,3,58.3,59.0,4672,0,0,0,0,0,0,171.58174799999998
1.12,4,2,63.1,56.0,4673,0,0,0,1,0,0,181.91958599999998
0.91,2,2,62.5,56.0,4673,0,0,1,0,0,0,149.386984
1.1,1,3,60.5,61.0,4674,0,1,0,0,0,0,177.236574
1.21,3,4,61.0,60.0,4675,0,0,0,0,0,1,196.419872
1.08,2,3,61.9,58.0,4675,0,0,1,0,0,0,174.71601
1.02,2,2,61.1,56.0,4675,1,0,0,0,0,0,166.27841999999998
1.05,2,3,60.9,56.0,4675,0,1,0,0,0,0,175.10476799999995
1.01,3,5,62.5,58.0,4676,0,0,0,0,1,0,165.01791599999999
0.92,4,2,62.9,56.0,4676,0,0,0,0,0,0,149.91443999999998
1.22,2,3,61.2,57.0,4676,0,0,0,0,0,1,199.27614
0.91,3,5,62.2,60.0,4676,1,0,0,0,0,0,146.178432
1.0,2,2,61.4,55.0,4676,0,0,0,1,0,0,165.92853200000005
1.01,3,3,61.9,58.0,4676,0,1,0,0,0,0,159.619644
0.9,3,2,62.8,58.0,4677,1,0,0,0,0,0,143.353728
1.74,4,0,63.2,55.0,4677,0,0,0,1,0,0,277.61184
1.07,2,3,62.0,57.0,4678,0,1,0,0,0,0,173.90603999999996
1.07,2,3,61.5,57.0,4678,0,1,0,0,0,0,175.6161
0.9,4,5,61.9,57.0,4678,0,1,0,0,0,0,147.606144
0.9,2,5,62.7,56.0,4678,0,1,0,0,0,0,148.42551999999998
0.9,4,5,61.7,56.0,4678,0,1,0,0,0,0,146.603196
1.02,3,2,63.0,58.0,4678,0,1,0,0,0,0,163.63008000000002
1.02,4,2,63.5,57.0,4678,0,1,0,0,0,0,164.59199999999998
1.18,1,2,64.2,62.0,4678,0,0,1,0,0,0,182.60549999999998
1.02,1,2,63.7,61.0,4678,0,1,0,0,0,0,155.467158
0.91,2,5,62.4,56.0,4678,0,0,0,1,0,0,146.5618
1.19,2,2,62.0,56.0,4678,0,0,0,0,0,1,193.81156
1.03,4,3,61.3,61.0,4679,0,0,0,0,0,0,166.44383800000003
1.03,1,2,63.2,58.0,4679,0,0,1,0,0,0,166.14476999999997
1.03,3,3,61.7,58.0,4679,0,0,0,0,0,0,168.22
1.03,4,3,62.8,56.0,4679,0,0,0,0,0,0,168.22808999999998
1.03,2,3,61.2,57.0,4679,0,0,0,0,0,0,172.03260899999998
1.03,2,2,62.4,57.0,4679,0,0,1,0,0,0,170.84681999999998
1.03,2,3,61.8,56.0,4679,0,0,0,0,0,0,168.638946
0.7,4,1,60.3,59.0,4679,1,0,0,0,0,0,113.99731199999998
1.05,2,2,62.1,54.0,4679,0,0,0,0,1,0,173.91821999999996
1.0,1,2,60.1,65.0,4679,0,1,0,0,0,0,159.09376000000003
1.0,0,2,56.5,60.0,4679,0,1,0,0,0,0,165.3345
1.28,1,3,63.6,57.0,4679,0,0,1,0,0,0,195.75012600000002
1.01,4,2,59.8,61.0,4680,0,0,0,1,0,0,166.04406
1.01,2,2,61.4,60.0,4680,0,0,0,1,0,0,165.93012000000004
0.9,4,5,62.6,58.0,4681,0,1,0,0,0,0,142.372928
1.01,4,2,62.1,58.0,4681,0,0,0,0,1,0,161.18902799999998
1.04,4,2,59.7,60.0,4682,0,0,0,1,0,0,168.94807999999998
0.95,3,2,62.9,59.0,4682,0,1,0,0,0,0,148.797168
0.9,1,5,65.8,58.0,4682,0,0,0,0,0,0,142.199605
1.09,3,3,62.2,59.0,4682,0,0,0,0,0,0,168.95936200000003
1.09,1,3,63.8,60.0,4682,0,0,0,0,0,0,177.37948800000004
1.06,2,3,61.2,57.0,4682,0,0,0,0,0,0,172.03260899999998
1.1,4,2,63.5,55.0,4682,0,0,0,1,0,0,175.98933
0.95,3,2,62.3,60.0,4682,0,1,0,0,0,0,154.20257999999998
1.05,3,2,62.2,58.0,4682,0,0,0,1,0,0,169.21970000000002
1.03,2,3,61.6,55.0,4683,0,1,0,0,0,0,167.28234600000002
1.02,2,3,61.6,56.0,4684,0,1,0,0,0,0,169.682348
0.9,4,4,63.6,55.0,4685,0,0,0,1,0,0,146.54835
0.9,4,4,62.8,59.0,4685,0,0,0,1,0,0,143.34912
1.08,4,3,62.8,56.0,4685,0,0,1,0,0,0,175.77648000000002
1.0,4,3,59.6,62.0,4685,1,0,0,0,0,0,162.07947
1.01,2,5,59.9,61.0,4685,0,0,0,0,1,0,165.28083
1.02,2,2,61.3,57.0,4685,0,0,0,0,1,0,166.701491
0.9,1,5,58.2,59.0,4685,0,0,0,1,0,0,148.554972
1.01,1,3,58.7,63.0,4685,1,0,0,0,0,0,165.67319999999998
1.2,3,3,58.7,59.0,4685,0,0,0,0,0,1,198.408354
1.21,3,3,62.3,59.0,4686,0,0,0,0,1,0,195.305022
1.07,2,5,61.7,58.0,4686,0,0,0,0,0,1,174.55094999999997
1.07,2,5,61.6,56.0,4686,0,0,0,0,0,1,174.38458
1.24,3,2,61.8,58.0,4687,0,0,0,0,0,1,201.16950000000003
0.9,3,5,62.6,59.0,4687,1,0,0,0,0,0,142.13608799999997
0.9,3,4,59.0,58.0,4687,0,1,0,0,0,0,148.114404
1.11,3,4,62.3,57.0,4687,0,0,0,1,0,0,182.80335599999998
1.05,4,2,62.6,56.0,4688,0,0,0,0,1,0,169.535025
1.0,0,2,56.9,63.0,4688,0,1,0,0,0,0,155.17925999999997
1.02,4,2,63.5,58.0,4688,0,0,0,1,0,0,164.59362
1.02,3,2,62.6,59.0,4688,0,0,0,1,0,0,164.50383399999998
1.01,3,3,62.9,59.0,4688,1,0,0,0,0,0,160.376853
1.14,3,3,61.1,59.0,4688,0,0,1,0,0,0,187.436928
1.02,4,2,63.2,57.0,4688,0,0,0,1,0,0,166.40316
1.15,3,3,62.3,58.0,4688,1,0,0,0,0,0,187.63643799999997
1.13,3,2,61.2,59.0,4689,0,0,0,1,0,0,181.24176
1.1,4,2,63.0,57.0,4689,0,0,0,1,0,0,174.7161
0.9,2,4,61.9,56.0,4689,0,0,0,1,0,0,147.606144
1.06,3,2,63.0,56.0,4689,1,0,0,0,0,0,172.52847
1.13,3,2,62.1,58.0,4689,0,0,0,1,0,0,185.18130000000002
1.13,4,2,63.3,56.0,4689,0,0,0,1,0,0,184.89660000000003
1.01,4,3,62.5,58.0,4690,0,1,0,0,0,0,163.8396
1.01,4,3,60.1,60.0,4690,0,0,0,0,0,0,160.499349
1.25,3,3,61.5,57.0,4690,0,0,0,0,0,1,207.6228
1.21,4,5,63.0,57.0,4691,0,0,0,0,0,1,193.638925
0.92,2,3,61.5,53.0,4691,0,1,0,0,0,0,152.23067999999998
1.1,3,3,60.1,62.0,4691,1,0,0,0,0,0,178.398885
1.01,1,2,63.3,57.0,4692,1,0,0,0,0,0,162.09484199999997
1.09,2,2,59.4,61.0,4692,0,0,0,0,1,0,178.92647200000002
1.05,3,2,61.9,58.0,4692,0,0,0,1,0,0,168.11925000000002
1.05,4,2,63.1,60.0,4692,0,0,0,1,0,0,169.57980600000002
1.05,3,2,59.5,58.0,4692,0,0,0,1,0,0,175.11476400000004
1.11,3,3,58.8,59.0,4692,0,0,1,0,0,0,183.41232
1.05,4,2,63.5,57.0,4692,0,0,0,1,0,0,170.83388
1.01,4,5,63.3,58.0,4692,0,0,0,1,0,0,158.359509
0.93,3,3,62.0,56.0,4692,0,0,0,0,0,0,150.927678
1.27,2,3,62.6,57.0,4693,0,0,0,0,0,1,202.6504
0.9,4,2,59.6,62.0,4693,0,0,0,0,0,0,142.45666000000003
0.9,4,2,62.4,61.0,4693,0,0,0,0,0,0,145.236864
0.9,3,2,62.2,58.0,4693,0,0,0,0,0,0,144.242436
0.9,4,2,62.8,59.0,4693,0,0,0,0,0,0,146.847924
1.01,4,2,61.4,62.0,4693,0,0,0,0,1,0,162.38907
1.01,2,4,61.2,57.0,4693,0,0,0,0,0,1,165.76758
1.01,2,3,61.1,56.0,4693,0,0,0,1,0,0,164.83824000000004
1.01,2,3,62.4,57.0,4693,0,0,0,1,0,0,163.17025200000003
0.96,1,2,61.0,61.0,4693,0,0,0,0,0,0,153.290445
1.01,2,3,62.0,56.0,4694,1,0,0,0,0,0,165.478068
1.01,2,2,62.3,57.0,4694,0,0,1,0,0,0,162.25504800000002
1.01,3,3,60.4,60.0,4694,0,0,0,0,0,0,165.107264
1.04,2,3,62.0,54.0,4695,0,1,0,0,0,0,170.267097
1.13,0,5,55.9,67.0,4695,0,0,0,0,1,0,190.8153
0.92,2,2,61.8,55.0,4696,0,0,0,0,0,0,151.8975
1.04,2,4,63.0,56.0,4696,0,0,0,0,1,0,167.18562
0.9,4,6,63.3,58.0,4697,0,0,1,0,0,0,143.38742
1.0,4,2,60.1,60.0,4697,0,0,0,0,0,0,165.69993499999998
1.09,1,3,60.3,61.0,4698,0,1,0,0,0,0,178.574832
1.07,2,3,62.4,57.0,4698,1,0,0,0,0,0,174.24048
1.33,0,0,62.0,56.0,4698,0,1,0,0,0,0,215.47338
1.11,3,2,60.4,58.0,4699,0,1,0,0,0,0,179.289864
1.09,3,3,62.0,57.0,4700,0,0,0,1,0,0,176.64564000000001
0.93,2,2,59.6,57.0,4700,1,0,0,0,0,0,155.811474
1.07,3,3,62.0,58.0,4700,0,1,0,0,0,0,173.91578399999997
1.07,3,3,60.3,58.0,4700,0,1,0,0,0,0,177.328616
1.09,1,2,62.4,64.0,4700,0,0,0,1,0,0,175.997199
1.15,3,3,61.8,56.0,4701,1,0,0,0,0,0,187.68375000000003
1.14,4,4,60.0,60.0,4702,0,0,0,0,0,1,187.364892
1.0,4,2,62.3,60.0,4702,0,0,0,1,0,0,160.178832
1.0,2,2,60.3,56.0,4702,0,0,0,1,0,0,168.004752
1.0,3,2,61.5,58.0,4702,0,0,0,1,0,0,161.88081
1.25,4,2,62.5,57.0,4702,0,0,0,0,0,1,200.534264
1.14,1,2,63.5,56.0,4702,0,0,0,0,1,0,182.51472400000003
1.0,1,2,63.7,60.0,4702,0,0,0,1,0,0,160.31357999999997
1.14,3,3,60.6,59.0,4702,0,0,0,1,0,0,189.20795999999999
1.0,4,2,62.7,59.0,4702,0,0,0,1,0,0,159.32007000000002
0.72,2,6,61.6,56.0,4702,1,0,0,0,0,0,117.78012499999997
1.16,3,5,62.2,59.0,4702,0,0,0,0,0,1,188.47870799999998
1.04,4,3,60.6,57.0,4703,0,0,1,0,0,0,172.75104
1.02,4,2,63.5,56.0,4703,0,0,0,1,0,0,166.03288799999999
1.2,1,3,64.1,57.0,4704,0,0,0,1,0,0,189.68193999999997
1.32,3,3,60.8,58.0,4704,0,0,0,0,1,0,214.92819000000003
1.02,4,2,62.9,56.0,4704,0,0,1,0,0,0,163.22304000000003
